,Date,BE,BG,CZ,DK,DE,EE,IE,GR,ES,FR,HR,IT,LV,LT,LU,HU,MT,NL,AT,PL,PT,RO,SI,SK,FI,SE,GB,NI,EU,Year,Month,Week
214,07/08/2006,292.0293,0,269.9241,327.0021,295.1722,237.7176,273.3156,397.0429,333.9294,321.2004,,349.8747,0,194.0862,321.3086,0,366.8763,292.2373,292.5589,233.7605,330.5566,0,287.7933,261.1874,300.3863,279.882,301.4349,283.329,310.5299,2006,8,32
215,14/08/2006,293.1979,0,270.576,323.596,297.0647,0,275.4701,393.8894,335.2887,323.1723,,353.0321,162.2601,209.3292,304.8095,0,366.8763,293.6468,296.6596,236.3223,334.6273,0,288.4112,261.1564,313.9721,278.9253,301.5673,284.5101,312.0745,2006,8,33
216,21/08/2006,292.0442,0,269.4741,320.7072,299.3155,0,277.1465,394.56,339.7025,325.0935,,349.2859,0,210.1193,315.4696,0,366.8763,305.3131,301.634,236.708,341.2382,0,286.0315,260.2903,314.0954,279.8385,307.5353,283.6092,314.0339,2006,8,34
217,28/08/2006,294.5442,0,265.7886,317.9067,299.0429,0,277.1252,394.9462,345.1665,325.7672,,349.1337,0,215.1215,320.084,0,366.8763,310.6814,306.5848,238.6899,344.6329,0,287.4524,265.5873,309.6909,276.9606,315.0975,288.5773,315.6245,2006,8,35
218,04/09/2006,294.7546,0,265.8361,324.2766,296.9588,228.004,278.9774,394.6576,349.5519,324.6641,,351.4859,153.2218,211.2574,313.8987,0,366.8763,251.3415,306.2577,238.9326,356.097,0,286.1938,262.0198,307.1302,274.665,319.218,287.1412,315.5965,2006,9,36
219,11/09/2006,295.167,0,266.1669,323.274,292.4623,228.004,280.421,392.9101,350.9234,321.1945,,347.6508,170.6267,212.1792,317.6808,0,366.8763,298.8462,302.0735,239.3113,357.2042,0,291.0473,258.8608,312.0601,277.8266,322.0497,288.3988,314.6447,2006,9,37
220,18/09/2006,294.8973,0,264.0174,322.2381,290.9651,224.7927,283.9705,399.411,350.522,317.5133,,347.0696,188.4478,208.7921,313.5865,0,366.8763,288.4935,295.2845,238.6865,360.7448,0,290.016,236.5553,310.642,278.9177,321.7595,290.7169,313.9504,2006,9,38
221,25/09/2006,294.6751,0,262.7097,318.6185,295.4664,242.2346,285.614,395.7803,351.0356,314.8093,,347.0696,174.9483,204.3738,315.2322,0,366.8763,305.929,298.4245,237.4097,364.6213,0,292.25,258.3192,308.6808,275.6759,320.9658,289.9725,314.4245,2006,9,39
222,02/10/2006,294.4533,0,264.3876,322.7608,298.8359,247.2719,285.8276,396.5243,351.0353,313.339,,345.527,181.4524,205.058,308.452,0,366.8763,293.2858,303.2801,238.2303,362.3249,0,291.4297,259.7538,310.7903,274.5284,316.3274,290.2494,314.3771,2006,10,40
223,09/10/2006,293.2609,0,263.0217,321.5939,298.0444,247.2719,287.0391,398.0657,348.8156,313.7369,,341.9743,166.9372,194.1199,311.4743,0,366.8763,295.7729,303.4226,238.9145,360.5182,0,292.5877,256.5662,311.4288,278.0724,314.0875,290.3107,313.1015,2006,10,41
224,16/10/2006,293.5748,0,263.6006,324.7366,294.5359,0,284.9548,397.0799,347.9464,315.6212,,342.8832,0,192.6907,307.3739,0,366.8763,291.65,303.3634,239.0551,360.8831,0,292.9104,260.4881,306.0081,278.222,315.6741,291.8351,313.6483,2006,10,42
225,23/10/2006,292.7789,0,262.687,315.9659,292.1213,0,280.9681,395.0105,351.2838,317.2074,,339.1799,172.3996,184.6149,306.4339,0,366.8763,295.6528,299.5708,237.2748,359.467,0,295.0126,257.2599,310.741,278.2413,320.397,292.156,312.0287,2006,10,43
226,30/10/2006,292.6561,0,266.2227,316.188,293.314,247.2719,279.6545,395.952,350.8175,317.0061,,342.3268,181.3944,185.3215,314.5353,0,366.8763,263.4756,300.7539,236.2052,359.4868,0,292.4654,246.9801,308.9777,279.0575,322.0001,293.5585,312.5367,2006,10,44
227,06/11/2006,292.7848,0,267.3796,316.561,297.6958,211.1918,284.5208,393.766,352.0302,317.8999,,340.5577,0,185.7202,313.4109,0,366.8763,292.854,301.5338,240.0222,360.8121,0,287.7258,257.3372,306.3277,281.3364,324.0326,292.9407,314.6078,2006,11,45
228,13/11/2006,293.5328,0,265.7142,312.0764,301.0079,0,286.3526,394.7018,354.0728,318.1451,,335.6569,163.735,197.997,307.5052,0,366.8763,287.7412,302.3693,240.8796,360.5481,0,284.357,264.6398,308.6345,282.0391,319.6862,293.3445,313.849,2006,11,46
229,20/11/2006,292.8724,0,266.1996,314.602,301.4209,247.2719,286.2116,396.2713,354.6012,317.6333,,335.7752,0,207.5814,309.7475,0,366.8763,298.5265,307.1703,241.3832,360.7249,0,274.4673,266.1031,311.2484,283.288,319.3562,295.7152,314.91,2006,11,47
230,27/11/2006,292.3959,0,267.4416,315.139,300.488,0,284.7718,394.951,356.3092,316.0487,,335.571,179.4573,216.0088,308.0581,0,366.8763,293.7396,306.8859,243.3807,363.9139,0,287.4529,266.4087,308.6655,285.1545,319.1513,296.3914,314.3805,2006,11,48
231,04/12/2006,292.6578,0,268.0199,314.9782,299.0828,0,280.9693,399.8689,355.586,314.9184,,334.1405,190.0308,222.0563,302.2425,245.3969,366.8763,305.5143,305.2253,241.3099,364.5095,0,278.8686,264.0839,307.2164,284.8672,317.7605,294.1327,312.9807,2006,12,49
232,11/12/2006,291.5661,0,267.0285,310.6515,299.929,247.2719,280.3467,398.7621,359.8959,315.4506,,339.7388,189.3243,207.1156,311.7968,244.2601,366.8763,260.1133,305.9257,237.962,365.0417,0,277.5147,274.029,303.7666,287.9025,317.6432,295.062,313.9933,2006,12,50
233,18/12/2006,290.6436,0,269.3431,313.0308,303.5528,247.2719,284.3622,396.8449,361.2507,316.7488,,345.3054,0,195.9908,318.621,224.837,366.8763,286.9536,306.6549,236.8085,367.2032,0,269.7401,262.8483,311.9224,290.0245,317.7818,298.0959,317.1258,2006,12,51
234,25/12/2006,289.8591,0,270.9222,311.2836,306.7731,203.9505,288.9246,403.0746,363.9634,318.8177,,341.7078,170.6234,209.7933,311.3775,0,366.8763,301.1559,311.5934,237.8957,370.4433,0,273.7846,270.4992,298.8464,287.313,319.6053,303.6991,317.8681,2006,12,52
235,01/01/2007,288.6453,0,271.2971,306.7064,305.6683,228.5753,289.2682,399.0716,365.4652,320.9884,,340.4305,183.5503,193.275,315.8108,0,366.8763,296.8109,311.4093,240.1186,372.4838,185.866,303.492,267.807,323.2616,289.3084,318.7166,301.3793,316.6901,2007,1,1
236,08/01/2007,288.4698,0,267.537,306.9072,303.831,247.2719,288.8605,397.1576,365.7337,321.8403,,336.0262,172.4687,208.5507,315.3985,0,366.8763,297.3611,311.9945,243.7179,376.2222,201.8912,315.1665,268.3923,324.3152,288.2901,318.4971,301.5033,316.1777,2007,1,2
237,15/01/2007,287.8389,0,268.7482,301.8732,302.7935,246.4036,288.9646,398.2008,366.4645,320.9353,,338.3495,184.265,205.9372,318.0516,246.9103,366.8763,302.1753,308.0976,242.0137,379.1176,183.3387,304.5174,261.1455,321.4662,287.2992,322.3779,304.108,316.0765,2007,1,3
238,22/01/2007,288.1053,0,266.4427,304.9198,304.4332,208.7361,289.9319,398.0249,366.0573,319.249,,340.6067,183.2186,204.5286,311.8147,234.6215,366.8763,299.5476,305.4555,240.1473,380.8705,188.0815,298.3976,253.4277,317.87,290.5434,321.4392,303.7615,316.3037,2007,1,4
239,29/01/2007,287.9712,0,264.4269,309.0739,308.4019,0,290.1521,396.6863,369.094,317.3116,,340.0384,186.886,200.135,317.308,234.4785,366.8763,290.4084,307.3041,236.4968,382.1614,199.5599,304.3265,259.3725,327.7331,291.0008,319.5907,300.0789,317.2809,2007,1,5
240,05/02/2007,288.7997,0,264.3542,309.1355,310.5322,0,289.7321,393.5699,370.4083,316.6017,,337.4799,174.4235,191.61,310.0062,0,366.8763,298.4772,309.4642,241.4425,384.0018,197.573,301.9141,260.4692,321.8921,288.3848,317.6474,298.7033,317.2088,2007,2,6
241,12/02/2007,288.5564,0,264.0778,314.0313,311.4706,253.6946,289.6871,393.7131,369.2841,316.2588,,339.064,175.4127,190.2419,312.4913,240.9383,366.8763,297.9349,310.1238,239.0319,384.015,205.3886,300.5091,258.5051,310.565,286.4795,316.734,296.915,316.8905,2007,2,7
242,19/02/2007,287.2066,0,265.3068,305.7907,311.6956,0,289.1845,393.4496,370.2733,314.6605,,337.3177,170.4966,182.8153,309.6965,246.3008,366.8763,286.4584,309.4362,241.9086,380.3051,181.1414,297.7948,261.8542,319.156,283.3692,315.5193,295.9211,315.9931,2007,2,8
243,26/02/2007,286.9582,0,264.6591,305.3237,311.5778,231.908,288.9507,402.1291,366.9033,313.21,,338.6698,181.6925,194.3572,313.9251,0,366.8763,295.8799,309.8386,240.8037,384.7395,180.6447,292.8101,265.8288,317.2097,283.8547,312.9967,296.0106,315.7543,2007,2,9
244,05/03/2007,285.4936,0,265.2203,305.4883,309.759,0,285.8116,399.995,365.2272,311.6117,,335.6837,185.6004,190.1028,320.9682,249.0955,358.2576,294.6736,309.6952,238.5287,384.2638,179.5669,291.7352,273.9941,333.0924,281.1392,309.9435,292.9187,313.9659,2007,3,10
245,12/03/2007,283.8562,0,267.2161,305.2975,305.977,253.6946,285.1235,396.84,362.723,309.3845,,336.1173,180.0557,192.7504,313.4174,234.0322,358.2576,293.0884,307.0191,237.6596,383.0912,192.5731,292.4693,265.6886,317.6736,283.852,307.0884,292.6849,312.1604,2007,3,11
246,19/03/2007,282.4437,0,270.1797,310.29,300.4738,240.8494,289.0959,393.9993,360.2109,307.0068,,336.4981,154.2461,189.3729,324.5593,255.1945,358.2576,287.1703,307.6344,239.0859,381.2677,189.3955,290.7245,268.3407,324.626,284.1585,309.3444,294.0853,311.4519,2007,3,12
247,26/03/2007,281.8734,0,267.9445,312.1055,296.7263,221.5814,289.782,391.6578,360.2109,304.0362,,338.519,153.1431,179.896,324.5593,259.6445,358.2576,294.5963,299.7868,233.9658,379.5506,187.937,291.2086,265.9156,312.8272,276.4767,310.2258,292.3107,310.1326,2007,3,13
248,02/04/2007,281.7194,0,268.8274,308.5017,296.6667,253.6946,290.028,393.5461,357.9499,301.0719,,335.8953,169.4573,179.2059,332.0561,247.0408,352.2013,292.0938,300.9341,236.49,378.5865,190.2062,291.3992,269.3469,309.4493,275.6183,312.4536,292.7309,309.3431,2007,4,14
249,09/04/2007,282.598,0,267.6219,312.8678,296.6823,221.5814,290.1751,394.853,360.9031,298.1813,,333.9922,160.4238,182.4378,314.7542,262.7423,358.2576,287.9559,301.0839,238.4527,378.2805,197.9475,290.7773,285.6683,319.361,278.0358,313.5618,293.9099,309.6061,2007,4,15
250,16/04/2007,282.8033,0,267.7449,311.5858,293.3076,253.6946,289.9731,394.8078,355.2718,296.8983,,334.5101,146.9972,192.1524,299.3621,260.169,358.2576,286.2083,301.0937,241.8379,374.7716,187.6159,292.5945,260.9712,316.2418,280.4093,315.8733,292.9668,308.4451,2007,4,16
251,23/04/2007,281.9572,0,267.7573,308.9159,286.097,221.6456,287.3979,402.43,348.7688,294.9686,,331.9999,178.3875,190.2758,318.8016,0,358.2576,286.1189,293.8583,242.2532,372.5578,197.8755,288.1348,265.262,320.166,284.5183,313.3988,292.6649,305.6628,2007,4,17
252,30/04/2007,283.8888,0,265.0102,312.1046,278.2798,0,284.7458,400.0151,348.5242,293.2355,,329.2619,175.8023,189.3673,319.4058,256.3261,358.2576,285.8359,288.5487,244.0223,372.0767,184.3737,290.0339,264.5659,317.2145,283.3991,310.0395,290.6645,303.2124,2007,4,18
253,07/05/2007,284.3362,0,264.8389,311.2541,274.5854,0,282.3596,400.2298,350.5452,291.3431,,329.3182,175.6457,185.949,311.4188,240.5381,358.2576,284.1766,284.5322,239.5829,366.3993,199.4437,283.7477,259.2784,317.8707,282.1019,306.9832,289.9794,301.8437,2007,5,19
254,14/05/2007,283.0767,0,263.0545,306.019,275.0975,236.6561,278.0212,400.756,347.4395,289.4227,,327.6142,182.0745,188.595,293.9897,237.2948,358.2576,284.1766,283.4402,234.6259,362.8295,191.5336,280.7863,262.854,311.1908,271.829,304.9018,286.2966,299.3724,2007,5,20
255,21/05/2007,282.2303,0,262.691,302.4094,275.4001,249.675,275.4618,400.6707,338.3387,287.799,,326.7906,183.859,189.998,290.5787,239.8667,358.2576,271.5503,284.4296,232.8075,361.3037,192.2857,277.6323,256.3607,316.666,273.8121,306.8046,287.4736,297.8151,2007,5,21
256,28/05/2007,280.2898,0,258.9036,298.4895,273.102,250.9948,277.2964,401.7088,332.6715,285.1072,,323.9099,177.1972,188.4119,297.5612,230.4692,358.2576,281.6032,284.756,228.46,355.9863,182.7332,274.1338,257.7232,311.4843,268.4842,305.8892,283.6728,295.1451,2007,5,22
257,04/06/2007,278.0453,0,259.9789,297.8042,268.9677,220.6998,280.2556,401.8377,327.6869,281.81,,319.4126,171.8306,190.5381,290.9717,237.3993,358.2576,270.7765,283.6348,228.5484,349.3805,193.8812,274.4661,265.3595,309.4915,267.1574,303.5891,283.5255,292.526,2007,6,23
258,11/06/2007,274.9426,0,255.1258,291.8652,264.696,253.6946,281.7851,403.292,322.0984,278.5928,,318.5073,164.3421,193.6523,291.0856,235.65,358.2576,275.2668,278.8148,228.368,347.5817,190.3635,274.5153,275.6483,318.0287,265.906,306.2321,280.4962,290.7537,2007,6,24
259,18/06/2007,273.0709,0,255.1999,290.3839,260.2968,251.5076,282.4035,403.3316,317.7849,277.8897,,323.5563,181.964,190.968,284.8166,236.792,358.2576,266.2214,274.4489,230.9934,340.8161,198.4564,277.7622,251.0121,306.0327,262.116,307.7407,282.4368,290.3254,2007,6,25
260,25/06/2007,272.23,0,251.7013,288.7457,258.9175,218.2441,281.4398,399.1716,312.459,276.9121,,324.7751,0,186.6012,282.0355,239.3625,358.2576,265.2099,272.1515,228.7974,339.3814,189.8006,278.1815,254.1116,317.7478,264.8525,308.0062,281.1405,289.6492,2007,6,26
261,02/07/2007,271.8922,0,252.0917,284.907,260.318,215.1587,279.5082,401.7221,310.9792,278.6211,,320.1462,165.7444,183.1559,288.2771,241.5701,358.2576,257.6356,271.7754,226.4211,338.3014,199.1978,279.2788,255.676,322.0774,265.6732,307.3354,281.7205,288.1675,2007,7,27
262,09/07/2007,272.4604,0,252.5726,280.1054,266.1697,0,276.4307,396.9814,304.8106,281.9394,,322.4655,186.4601,184.0459,286.0311,233.7939,358.2576,260.1859,271.5389,229.0466,335.368,190.8216,280.7435,259.5591,315.6751,265.5434,308.1508,280.9039,288.8643,2007,7,28
263,16/07/2007,272.413,0,254.4601,274.435,273.2234,241.353,273.5057,395.153,304.4115,286.1203,,318.8885,201.8382,186.2764,280.2621,236.0474,358.2576,260.894,278.1147,229.9601,331.6968,190.0071,280.2433,248.3058,325.7457,268.6206,310.5084,282.6732,289.7722,2007,7,29
264,23/07/2007,274.2653,0,257.1746,279.193,276.2316,0,271.7199,400.9479,304.4115,291.2169,,316.8188,0,187.1329,289.3498,238.3641,358.2576,259.2444,280.9929,226.3743,329.5911,196.5868,280.0719,258.1818,328.2711,264.367,313.9135,282.2321,291.2323,2007,7,30
265,30/07/2007,275.7945,0,255.911,275.4416,276.0105,240.6604,272.4734,397.9386,309.6006,296.5152,,320.6807,172.8107,176.9912,295.3961,0,358.2576,269.2343,281.3215,227.8903,331.6372,186.5311,274.7304,254.6645,323.9035,266.6085,315.3581,281.6893,292.6583,2007,7,31
266,06/08/2007,278.4727,0,256.321,277.8385,276.7304,215.1587,275.6232,395.1913,317.3583,300.305,,321.6831,153.8078,177.5239,295.6638,225.9718,358.2576,264.5968,281.6653,235.4758,331.6202,187.949,275.8811,244.4809,319.4809,264.7585,314.428,280.8397,294.5186,2007,8,32
267,13/08/2007,278.534,0,259.5085,284.9412,281.9308,0,276.9174,395.3867,329.1795,302.0021,,327.9997,197.4161,183.7361,293.8578,220.2305,358.2576,273.2262,283.9256,235.418,335.0163,183.0961,276.8502,245.7745,318.4066,264.3546,314.8958,281.2239,299.0698,2007,8,33
268,20/08/2007,280.2466,0,260.3092,284.3529,287.5679,240.3149,275.2635,402.0557,333.6741,303.3514,,332.9278,0,185.4592,293.2562,221.2727,358.2576,263.756,288.7907,236.2375,344.0082,196.2354,277.8239,248.2391,325.8146,261.0602,313.1819,281.834,302.2589,2007,8,34
269,27/08/2007,280.1923,0,260.1302,283.7461,291.6298,253.6946,273.4805,399.1058,334.6766,303.0985,,338.165,165.3278,184.4967,298.3358,228.7129,358.2576,273.2465,291.6799,237.6796,349.0972,197.4121,281.7248,247.1126,320.7747,263.0442,314.1438,282.1194,303.5804,2007,8,35
270,03/09/2007,279.3699,0,258.5633,298.2671,290.7497,245.3589,273.7089,397.6879,334.0597,302.0639,,338.5407,185.0208,187.0546,294.0734,223.8301,358.2576,271.4484,292.6851,237.8397,354.3646,190.1214,284.6035,240.3821,316.0971,262.5328,317.3122,282.781,303.9533,2007,9,36
271,10/09/2007,282.2777,0,259.5,297.3843,288.7099,0,274.5057,398.1258,330.0603,300.9244,,334.127,183.1546,183.4168,303.9947,233.5848,358.2576,275.5236,294.1719,238.9207,353.4535,185.1093,285.2266,247.2349,321.4565,265.1968,317.8254,280.4844,302.5808,2007,9,37
272,17/09/2007,283.81,0,260.258,300.3265,289.1353,244.539,275.7544,396.6341,326.305,300.3064,,337.0737,193.5224,179.6051,301.3934,222.2941,358.2576,274.1282,294.9393,231.9726,350.1426,186.1367,288.1742,248.6111,324.7714,262.4015,310.3745,279.4129,301.7287,2007,9,38
273,24/09/2007,283.0564,0,261.1925,301.6912,293.3164,236.0638,274.9003,395.7653,319.4209,301.5225,,337.5999,190.3805,181.0468,302.3157,231.7469,358.2576,291.7256,296.8815,239.0262,343.7855,186.0622,290.7846,246.2833,319.2154,268.1834,309.8616,279.1801,301.9922,2007,9,39
274,01/10/2007,282.9193,0,260.6813,303.9686,295.8802,258.9838,271.853,398.6386,320.2092,303.6749,,334.3857,186.9186,178.9093,302.3568,229.5058,358.2576,279.9274,298.193,236.2086,344.6975,176.6674,292.4652,260.3846,321.003,269.7972,310.6812,280.97,301.8851,2007,10,40
275,08/10/2007,284.5624,0,259.5121,301.3782,295.8802,239.5835,268.0475,398.6386,320.2815,306.587,,335.8306,169.7185,182.8269,308.1707,221.8242,358.2576,274.5814,298.3234,234.9944,343.4599,173.6333,294.202,249.5449,320.7475,284.5919,311.64,280.4568,302.1858,2007,10,41
276,15/10/2007,284.8823,0,259.7645,296.7365,296.6424,262.1289,267.0706,397.9896,318.6155,308.1484,,337.7624,168.246,184.6197,305.339,0,358.2576,273.5633,297.8795,236.1105,340.676,179.6877,294.7105,243.8651,325.0305,285.322,311.1676,280.1771,302.8358,2007,10,42
277,22/10/2007,285.487,0,261.7562,292.8761,297.3715,272.9626,270.3501,406.2,315.9824,308.5416,,337.7918,161.5118,184.4845,300.5875,0,358.2576,265.8532,296.9093,237.4708,340.1252,190.505,292.9774,244.1003,328.4808,279.4009,311.6815,280.2782,303.105,2007,10,43
278,29/10/2007,284.9887,0,263.8528,300.0393,296.8948,236.2814,271.2336,403.8367,319.145,310.8907,,338.4612,184.9215,183.9752,300.2168,228.7104,358.2576,272.01,298.0558,237.7716,339.6515,184.9028,295.3088,246.2304,320.0348,282.4198,311.4076,280.2356,303.744,2007,10,44
279,05/11/2007,284.764,0,264.3904,303.925,297.4987,273.7975,272.1714,407.581,321.5716,312.2557,,337.0849,188.6245,182.8287,296.6723,230.8722,358.2576,249.4856,300.6253,235.774,338.8624,185.2685,292.0936,246.5847,325.8689,283.4268,311.3576,286.4192,304.4316,2007,11,45
280,12/11/2007,285.962,0,267.2491,304.5547,299.1527,272.9626,273.3397,405.48,321.6614,314.2586,,340.9645,193.628,186.3542,303.1771,230.9826,358.2576,269.6355,301.6166,237.2734,338.7619,180.6255,290.3407,249.4248,318.2989,283.1383,306.8261,284.7174,305.4419,2007,11,46
281,19/11/2007,285.4043,0,265.2859,304.5063,304.2257,265.9732,273.6504,405.3501,321.6524,314.6255,,340.9226,174.3262,192.9134,302.007,221.153,358.2576,277.9022,313.6066,234.906,337.9123,178.6505,285.5425,245.3884,322.1529,286.2299,302.2672,283.1762,306.0153,2007,11,47
282,26/11/2007,285.0286,0,267.8997,301.4018,308.6996,270.6786,274.3115,406.5384,323.1926,314.4636,,337.0834,190.0067,206.6573,303.5637,0,358.2576,280.7618,310.465,236.9506,335.5389,184.1058,284.0478,249.2111,322.0708,282.6388,303.1216,285.0193,306.6725,2007,11,48
283,03/12/2007,287.0709,0,272.6578,299.1476,309.1222,257.5653,275.405,403.8999,324.9776,314.8692,,338.1487,205.0805,219.6034,305.958,227.9198,358.2576,276.2433,312.4913,241.8873,334.9772,177.0702,283.5477,249.9148,314.3668,284.5804,303.0032,285.7602,307.3051,2007,12,49
284,10/12/2007,286.6258,0,271.9799,300.7239,308.9896,272.6407,276.5855,404.9683,321.4895,315.4836,,339.7894,165.3242,219.0647,304.4948,227.3912,358.2576,282.7315,311.4937,240.1298,336.8259,189.9725,284.9748,251.1249,324.5039,279.5046,302.5585,287.0236,307.4265,2007,12,50
285,17/12/2007,285.4238,0,270.1023,299.9121,312.4648,273.021,278.1118,400.5958,321.5671,317.024,,343.9532,165.4632,215.8573,312.2073,221.8507,358.2576,276.2554,311.5657,242.0207,335.377,178.6428,285.9828,246.5288,334.395,275.8517,303.5937,290.6056,309.086,2007,12,51
286,24/12/2007,284.9308,0,268.984,305.745,317.1883,273.021,287.7993,400.8885,319.3773,318.1492,,341.044,183.7845,225.687,301.9483,0,358.2576,276.5139,314.729,242.728,335.8052,187.3283,291.1907,258.5083,339.3,280.7332,301.9507,289.848,310.7297,2007,12,52
287,31/12/2007,285.7084,0,274.705,299.7468,320.0258,0,293.1383,402.4892,319.3019,321.5035,,344.3279,203.0634,216.2773,317.6824,230.4333,358.26,273.5452,321.4081,250.4587,336.629,0,300.1486,254.5973,342.7534,284.0583,298.9774,285.8748,314.3277,2007,12,1
288,07/01/2008,286.6233,0,279.8262,299.8403,321.2602,272.9626,299.8,399.4773,322.8804,322.9246,,347.9934,162.0204,226.2043,309.6667,227.8445,358.26,277.3366,323.2791,254.399,335.825,191.9648,303.2072,244.1212,355.6272,281.5623,298.8538,285.6402,315.154,2008,1,2
289,14/01/2008,288.0766,242.8674,280.0952,304.6128,320.1051,0,306.7477,403.9523,328.7413,324.2318,,350.3024,200.8438,232.9738,313.7817,223.2634,358.26,290.2904,323.1185,256.1894,332.7903,182.4795,302.4382,231.9239,345.5598,286.8855,303.256,289.3437,317.6074,2008,1,3
290,21/01/2008,288.1075,0,279.277,304.2655,317.3752,258.4983,309.5075,401.3669,326.5051,323.2889,,363.2791,201.1582,231.116,322.5649,225.2142,358.26,269.3449,317.5602,248.1651,333.6106,185.1466,300.8385,242.4476,347.4055,288.7478,311.5217,298.452,319.9005,2008,1,4
291,28/01/2008,287.7893,0,281.8532,306.7344,319.0226,273.021,310.9533,395.5729,326.8806,322.5577,,372.5293,204.7777,239.3133,318.968,205.4195,358.26,276.6921,313.929,250.0158,336.603,0,300.3023,244.0166,348.3482,292.6642,314.1378,306.3605,324.3061,2008,1,5
292,04/02/2008,288.1575,0,283.4019,301.9379,326.0056,264.5879,315.7343,398.7429,327.5924,321.7983,,368.9554,217.3044,237.6302,310.3395,0,358.26,265.2111,317.0811,249.9181,335.551,183.4077,298.1148,252.8773,335.3355,292.3588,318.5663,314.6804,323.9878,2008,2,6
293,11/02/2008,289.9972,0,287.5951,315.8313,330.1004,256.2133,320.158,402.0965,321.4957,321.8901,,371.0284,211.5652,242.8342,320.3395,217.9544,358.26,293.2999,322.679,249.8071,336.2085,189.5541,294.7335,249.6001,348.3525,304.847,327.1927,320.9187,326.3557,2008,2,7
294,18/02/2008,290.4909,0,290.8389,315.4413,329.3913,265.3497,323.5051,400.2736,325.4418,323.1074,,365.0249,243.8472,244.1429,320.3395,201.0304,358.26,262.4905,323.3944,251.9905,334.7352,196.9748,293.0161,261.5647,334.963,308.7512,327.4618,328.3818,326.2058,2008,2,8
295,25/02/2008,292.4424,247.4885,292.5408,320.3546,326.8119,271.2642,325.9562,396.8832,322.7955,322.6933,,363.7777,205.3965,239.487,323.8531,211.1164,358.26,275.9429,322.2817,254.9318,336.8099,175.0848,295.4569,254.8879,333.1244,319.5231,327.4784,326.1879,325.2836,2008,2,9
296,03/03/2008,292.4729,0,290.8903,326.8323,322.7786,270.192,324.9749,402.52,322.388,323.0728,,364.0713,226.6038,237.6787,317.6072,267.3748,358.26,277.4913,319.3025,254.8076,332.9768,207.2592,295.7022,274.8464,341.2793,321.3704,328.6495,322.2398,325.6983,2008,3,10
297,10/03/2008,292.6974,0,290.4561,326.1354,320.3401,217.9165,324.1584,404.9794,321.2587,321.0337,,363.6929,227.3394,251.916,324.7285,0,358.26,303.7859,316.0313,250.9202,334.7104,190.2245,293.7037,265.9271,338.8938,324.7983,327.8813,320.5809,324.5583,2008,3,11
298,17/03/2008,292.7843,244.3157,286.5258,322.3885,319.1737,272.9626,325.5008,405.1711,320.5918,320.0494,,361.9253,214.45,251.9631,325.9441,224.3631,358.26,296.1677,314.6845,250.6563,332.7985,192.3017,294.0577,263.9978,334.7919,326.8088,322.521,316.9563,322.8565,2008,3,12
299,24/03/2008,291.4265,250.5369,285.5286,323.002,319.3107,272.9626,328.0284,405.0498,319.7755,317.6309,,367.3868,233.6825,247.3517,319.8674,231.3779,358.26,289.7528,314.3848,253.6508,333.3329,185.3608,292.0164,263.8544,335.9398,320.7147,321.8445,317.5611,323.7324,2008,3,13
300,31/03/2008,290.626,0,288.2576,325.7589,317.6701,236.0638,331.4944,405.8416,318.4375,316.1955,,361.2148,215.8438,256.9599,327.5456,229.3536,358.26,300.022,307.1414,256.5612,332.5041,206.808,289.6113,267.9468,339.9869,326.1952,324.7288,320.0935,323.0482,2008,3,14
301,07/04/2008,290.6643,242.8703,291.1689,325.2325,314.2362,215.1587,332.5206,404.4787,318.0905,314.0486,,363.6253,230.8552,256.5998,327.5456,246.5284,358.26,294.0221,310.8155,260.8953,331.1752,172.4658,286.926,259.4172,338.7843,339.0596,322.9937,321.9206,322.6249,2008,4,15
302,14/04/2008,291.5403,242.8674,291.6866,325.6261,308.6813,273.7975,333.5259,404.2374,319.121,312.558,,362.9332,226.4474,257.5845,316.856,257.7949,358.26,295.525,307.6775,262.5346,328.9024,215.5006,284.6597,267.2373,332.2365,326.513,327.3229,322.2666,322.4413,2008,4,16
303,21/04/2008,291.0753,0,289.6605,322.5781,305.425,186.2243,332.3876,403.3526,318.371,310.8773,,356.939,222.0563,254.2995,318.3515,257.1341,358.26,294.8162,304.4298,262.9477,327.2132,212.0149,285.5467,271.3671,335.7351,327.5011,336.6047,324.2727,320.9147,2008,4,17
304,28/04/2008,290.172,0,290.5464,321.4932,304.3012,268.1484,329.2023,408.2475,315.4086,311.3565,,358.6627,216.8732,257.0748,323.0836,227.4094,358.26,301.7506,303.4518,262.2411,325.1304,218.649,288.5759,280.4595,355.788,327.307,343.5804,328.4454,321.6998,2008,4,18
305,05/05/2008,291.3219,0,289.8953,321.7119,303.2825,250.443,327.7006,408.0478,310.9704,313.2318,,361.597,227.1252,251.3447,319.9186,222.4229,358.26,294.4445,303.5868,260.8284,325.3886,209.0617,283.297,287.3047,334.542,331.2796,343.5748,326.3635,321.7127,2008,5,19
306,12/05/2008,292.195,0,292.1547,323.6538,301.4373,0,330.2252,407.3853,310.7972,316.632,,361.8904,236.4965,257.1898,320.4471,243.8323,358.26,299.9061,303.7728,263.1204,323.2612,215.8348,288.6581,278.2325,334.9198,326.4402,343.1,323.5699,322.5,2008,5,20
